locality,municipality,state,postcode,lat,long,bnelat,bnelong,bswlat,bswlong
"Wattle Hill (Tas.)","Sorell Council","Tasmania",7172,-42.761058,147.657552,-42.737276,147.752210,-42.797502,147.593506
"Waverley (Tas.)","Launceston City Council","Tasmania",7250,-41.433333,147.183333,-41.402483,147.236368,-41.444514,147.176235
"Wellington Park","","Tasmania",7054,-42.899445,147.218110,-42.832902,147.270054,-42.963383,146.947869
"Wesley Vale","Latrobe Council","Tasmania",7307,-41.185079,146.443469,-41.159430,146.475630,-41.227216,146.400249
"West Coast","City of Subiaco","Western Australia",6008,-31.945151,115.831076,0.000000,0.000000,0.000000,0.000000
"West Hobart","Hobart City Council","Tasmania",7000,-42.883611,147.315000,-42.873444,147.320990,-42.893762,147.288399
"West Kentish","Kentish Council","Tasmania",7306,-41.393598,146.263949,-41.371937,146.296007,-41.426175,146.210443
"West Launceston","Launceston City Council","Tasmania",7250,-41.451000,147.129200,-41.440348,147.142767,-41.465003,147.110779
"West Moonah","Glenorchy City Council","Tasmania",7009,-42.850833,147.278056,-42.840725,147.290043,-42.858466,147.272372
"West Ulverstone","Central Coast Council","Tasmania",7315,-41.147177,146.126970,-41.121567,146.167963,-41.171934,146.066213
"Westbury (Tas.)","Meander Valley Council","Tasmania",7303,-41.538373,146.841779,-41.422780,146.891547,-41.578158,146.762885
"Western Junction","Northern Midlands Council","Tasmania",7212,-41.554528,147.209166,-41.522962,147.237621,-41.579707,147.186717
"Westerway","","Tasmania",7140,-42.675693,146.796139,-42.646425,146.845997,-42.733277,146.749843
"Weymouth","Dorset","England",,50.614428,-2.457621,50.670499,-2.408214,50.582949,-2.507435
"White Beach","Tasman Council","Tasmania",7184,-43.124240,147.720155,-43.100113,147.765331,-43.181659,147.685136
"White Hills (Tas.)","","Tasmania",7258,-41.514263,147.257869,-41.457815,147.382900,-41.548360,147.222307
"Whitemark","Flinders Council","Tasmania",7255,-40.091341,148.017854,-40.018058,148.093461,-40.147646,147.949467
"Whitemore","Meander Valley Council","Tasmania",7303,-41.586667,146.925278,-41.544488,146.966559,-41.624633,146.841583
"Wilburville","Central Highlands Council","Tasmania",7030,-42.047655,146.896839,-42.027348,146.909263,-42.063121,146.884560
"Wilmot","Council of the City of Sydney","New South Wales",2000,-33.875120,151.207798,0.000000,0.000000,0.000000,0.000000
"Windermere (Tas.)","Launceston City Council","Tasmania",7252,-41.312250,147.017520,-41.298713,147.053376,-41.322614,146.985850
"Winkleigh","Devon","England",EX19,50.855879,-3.946214,50.860926,-3.934848,50.849928,-3.953852
"Winnaleah","Dorset Council","Tasmania",7265,-41.077909,147.838639,-41.026048,147.886558,-41.126366,147.745711
"Wivenhoe","Somerset Regional","Queensland",4312,-27.394355,152.608746,-27.394210,152.610088,-27.394954,152.608489
"Woodbridge (Tas.)","","Tasmania",7162,-43.166667,147.233333,-43.137097,147.249324,-43.183502,147.179904
"Woodsdale","","Tasmania",7120,-42.477819,147.576046,-42.427317,147.697513,-42.528144,147.509825
"Wynyard","Waratah-Wynyard Council","Tasmania",7325,-41.000000,145.716667,-40.960528,145.776322,-41.073152,145.652073
"Yolla","Waratah-Wynyard Council","Tasmania",7325,-41.116667,145.700000,-41.098105,145.751112,-41.164043,145.652921
"York Plains (Tas.)","Southern Midlands Council","Tasmania",7120,-42.268832,147.440474,-42.217879,147.634508,-42.303614,147.409213
"York Town","Shire of York","Western Australia",6302,-31.873810,116.777428,-31.843946,116.805847,-31.904040,116.746942
"Youngtown","","Tasmania",7249,-41.483333,147.166667,-41.473197,147.188768,-41.502429,147.150483
"Zeehan","West Coast Council","Tasmania",7469,-41.887516,145.337951,-41.829594,145.436699,-41.948951,145.250441
"Unclassified (Tas.)","","Tasmania",,-41.454520,145.970665,-39.129604,148.616675,-44.055714,143.708067
"No Usual Address (Tas.)","","Tasmania",,-41.454520,145.970665,-39.129604,148.616675,-44.055714,143.708067
"Migratory - Offshore - Shipping (Tas.)","","Tasmania",,-41.454520,145.970665,-39.129604,148.616675,-44.055714,143.708067
"Acacia Hills (NT)","Litchfield Municipality","Northern Territory",0822,-12.754154,131.148940,-12.701370,131.216536,-12.839281,131.085676
"Adelaide River","Coomalie Shire","Northern Territory",0846,-13.238056,131.106111,-13.102537,131.238978,-13.252818,131.095878
"Alawa","Darwin Municipality","Northern Territory",0810,-12.380000,130.873000,-12.374555,130.882166,-12.385117,130.864159
"Ali Curung","Barkly Shire","Northern Territory",0872,-21.002781,134.404854,-20.921965,134.441193,-21.126452,134.201284
"Alice Springs","Alice Springs Municipality","Northern Territory",0870,-23.698042,133.880747,-23.691614,133.885997,-23.707093,133.874263
"Alpurrurulam","Barkly Shire","Northern Territory",4825,-20.984105,137.847256,-20.964981,137.857019,-21.002957,137.815498
"Alyangula","","Northern Territory",0885,-13.852865,136.422487,-13.839787,136.432565,-13.862211,136.408878
"Amoonguna","Macdonnell Shire","Northern Territory",0873,-23.763798,133.929371,-23.755693,133.940428,-23.781025,133.920161
"Ampilatwatja","Barkly Shire","Northern Territory",0872,-21.656493,135.225261,-21.641914,135.274164,-21.687901,135.210810
"Angurugu","East Arnhem Shire","Northern Territory",0822,-13.981191,136.461208,-13.974008,136.467573,-13.986488,136.455191
"Anindilyakwa","","Northern Territory",0822,-13.917059,136.591085,-13.498542,137.036960,-14.404440,136.051173
"Anmatjere","","Northern Territory",0872,-22.246128,133.410579,-20.392981,134.876375,-23.099718,131.759154
"Anula","Darwin Municipality","Northern Territory",0812,-12.392778,130.890000,-12.384602,130.897781,-12.395948,130.883203
"Araluen (NT)","Alice Springs Municipality","Northern Territory",0870,-23.696122,133.852992,-23.681680,133.871127,-23.712504,133.841187
"Areyonga","Macdonnell Shire","Northern Territory",0872,-24.073056,132.269167,-24.070061,132.287408,-24.104110,132.255886
"Arumbera","","Northern Territory",0873,-23.769455,133.867960,-23.743891,133.879073,-23.816221,133.741237
"Baines","City of Swan","Western Australia",6056,-31.889019,116.010578,0.000000,0.000000,0.000000,0.000000
"Bakewell","Derbyshire","England",DE45,53.215207,-1.676171,53.225876,-1.663261,53.201616,-1.694882
"Barunga","Roper Gulf Shire","Northern Territory",0852,-14.520833,132.865000,-14.513978,132.887096,-14.543548,132.846834
"Batchelor","Coomalie Shire","Northern Territory",0845,-13.048541,131.029998,-13.023804,131.109753,-13.150316,130.984387
"Bayview (NT)","Darwin Municipality","Northern Territory",0820,-12.440312,130.860162,-12.432467,130.866089,-12.445999,130.849156
"Bees Creek","Litchfield Municipality","Northern Territory",0822,-12.555285,131.059105,-12.547104,131.073405,-12.613431,131.036713
"Belyuen","Belyuen Shire","Northern Territory",0822,-12.538184,130.683180,-12.509095,130.712794,-12.567290,130.653562
"Berrimah","","Northern Territory",0828,-12.433889,130.922778,-12.407007,130.952996,-12.456994,130.907354
"Berry Springs","Litchfield Municipality","Northern Territory",0838,-12.700833,131.014167,-12.672316,131.072997,-12.771771,130.947290
"Beswick","Roper Gulf Shire","Northern Territory",0852,-14.558300,133.114137,-14.549969,133.126715,-14.564427,133.105009
"Binjari","Katherine Municipality","Northern Territory",0852,-14.550107,132.184168,-14.536643,132.195850,-14.560898,132.171917
"Birdum","Roper Gulf Shire","Northern Territory",0852,-15.681750,133.303637,-15.341328,133.876193,-17.122709,132.522871
"Blackmore","Essex","England",,51.690723,0.318145,51.717008,0.344942,51.674437,0.302962
"Borroloola","Roper Gulf Shire","Northern Territory",0854,-16.070278,136.307222,-16.043015,136.322647,-16.096461,136.294591
"Braitling","Alice Springs Municipality","Northern Territory",0870,-23.675313,133.864934,-23.660296,133.874742,-23.688344,133.852326
"Brinkin","Darwin Municipality","Northern Territory",0810,-12.370000,130.867000,-12.354684,130.874761,-12.376555,130.854698
"Buchanan (NT)","Victoria - Daly Shire","Northern Territory",0852,-17.107407,129.044818,-16.728127,130.430466,-18.683118,129.000487
"Burt Plain","Macdonnell Shire","Northern Territory",0872,-23.518540,133.784548,-23.018640,134.125761,-23.759909,132.821259
"Calvert (NT)","","Northern Territory",0862,-17.133846,137.494077,-15.993080,137.995300,-17.611484,135.880958
"Canteen Creek","Barkly Shire","Northern Territory",0872,-20.639998,135.587724,-20.629246,135.591473,-20.648837,135.582237
"Casuarina (NT)","Darwin Municipality","Northern Territory",0810,-12.373333,130.881667,-12.369968,130.886235,-12.377589,130.876531
"Chilla Well","Central Desert Shire","Northern Territory",0872,-21.542799,130.999527,-20.998577,132.371615,-22.675996,130.482864
"Ciccone","Alice Springs Municipality","Northern Territory",0870,-23.692579,133.869710,-23.682828,133.878268,-23.701647,133.854943
"Coconut Grove","Douglas Shire","Queensland",4877,-16.484327,145.466679,0.000000,0.000000,0.000000,0.000000
"Connellan","Alice Springs Municipality","Northern Territory",0873,-23.772133,133.912385,-23.756327,133.940429,-23.831533,133.871910
"Coonawarra (NT)","Darwin Municipality","Northern Territory",0820,-12.429722,130.911667,-12.427551,130.917718,-12.440494,130.897049
"Cossack (NT)","Katherine Municipality","Northern Territory",0850,-14.505166,132.193070,-14.347350,132.258263,-14.545644,132.094572
"Costello","Barkly Shire","Northern Territory",0872,-21.151985,136.998008,-19.842000,137.997613,-21.998599,135.564892
"Daguragu","Victoria - Daly Shire","Northern Territory",0852,-17.419268,130.802109,-17.383176,130.834143,-17.456761,130.775922
"Daly River","","Northern Territory",0822,-13.712817,130.687203,-13.280563,130.813043,-13.892208,130.225991
"Darwin City","","Northern Territory",0800,-12.463440,130.845642,-12.452291,130.856449,-12.474477,130.830426
"Darwin River","Litchfield Municipality","Northern Territory",0841,-12.801003,130.949247,-12.771655,131.038949,-12.860387,130.889302
"Davenport (NT)","Barkly Shire","Northern Territory",0872,-21.512265,133.904621,-20.093142,135.978736,-21.699215,133.657110
"Desert Springs","Alice Springs Municipality","Northern Territory",0870,-23.714246,133.888810,-23.703188,133.900308,-23.721241,133.874828
"Douglas-Daly","","Northern Territory",0822,-13.800463,131.343937,-13.348131,131.909669,-14.242866,131.141707
"Driver","Greater Dandenong City","Victoria",3171,-37.950377,145.164643,0.000000,0.000000,0.000000,0.000000
"Dundee Beach","","Northern Territory",0840,-12.757542,130.392848,-12.669174,130.423863,-12.795841,130.278170
"Durack (NT)","Palmerston Municipality","Northern Territory",0830,-12.475085,130.973005,-12.464260,130.982108,-12.480889,130.961855
"East Arm","Darwin Rates Act Area","Northern Territory",0822,-12.479437,130.913867,-12.450803,130.939581,-12.504079,130.863440
"East Arnhem","","Northern Territory",0822,-12.202976,136.675212,-10.946873,137.031547,-14.322580,134.637494
"East Point","Darwin Municipality","Northern Territory",0820,-12.410833,130.822222,-12.396246,130.845693,-12.420433,130.812469
"East Side","Waverley Council","New South Wales",2026,-33.889346,151.270306,0.000000,0.000000,0.000000,0.000000
"Eaton (NT)","Darwin Municipality","Northern Territory",0820,-12.425645,130.865200,-12.395315,130.908484,-12.426266,130.856060
"Elliott (NT)","Barkly Shire","Northern Territory",0862,-17.553611,133.544722,-17.537236,133.559383,-17.567578,133.524213
"Emungalan","Katherine Municipality","Northern Territory",0850,-14.441242,132.257587,-14.347434,132.349144,-14.461512,132.134519
"Engawala","Central Desert Shire","Northern Territory",0872,-22.805322,134.458294,-22.792163,134.464154,-22.815460,134.450892
"Fannie Bay","Darwin Municipality","Northern Territory",0820,-12.425000,130.836389,-12.417157,130.849017,-12.437959,130.824285
"Farrar","Palmerston Municipality","Northern Territory",0830,-12.478000,130.991000,-12.473078,131.006766,-12.486682,130.988493
"Finke","Macdonnell Shire","Northern Territory",0872,-25.581598,134.577692,-25.540974,134.602160,-25.598343,134.549316
"Flying Fox (NT)","Roper Gulf Shire","Northern Territory",0852,-13.663632,134.348678,-12.999817,135.000000,-14.978089,133.242396
"Flynn (NT)","Alice Springs Municipality","Northern Territory",0875,-23.720828,133.864785,-23.695271,133.866867,-23.728572,133.811502
"Galiwinku","East Arnhem Shire","Northern Territory",0822,-12.024734,135.568477,-11.950416,135.619211,-12.071735,135.553813
"Gapuwiyak","East Arnhem Shire","Northern Territory",0880,-12.503200,135.805700,-12.486390,135.816327,-12.520480,135.774025
"Ghan","Macdonnell Shire","Northern Territory",0872,-25.274398,133.775136,0.000000,0.000000,0.000000,0.000000
"Gillen","Alice Springs Municipality","Northern Territory",0870,-23.708485,133.864934,-23.700312,133.876592,-23.721762,133.855409
"Girraween (NT)","Litchfield Municipality","Northern Territory",0836,-12.524085,131.092505,-12.496295,131.126047,-12.554920,131.066537
"Gray (NT)","Palmerston Municipality","Northern Territory",0830,-12.492205,130.978915,-12.483854,130.988545,-12.497130,130.974953
"Gregory (NT)","Victoria - Daly Shire","Northern Territory",0852,-15.737195,130.503140,-15.349967,131.403576,-17.220536,129.977011
"Gunbalanya","West Arnhem Shire","Northern Territory",0822,-12.325537,133.055034,-12.245493,133.151159,-12.463019,132.858418
"Gunn","Palmerston Municipality","Northern Territory",0832,-12.488685,130.991515,-12.480963,131.000675,-12.494173,130.986443
"Gunyangara","East Arnhem Shire","Northern Territory",0880,-12.225600,136.701929,-12.201527,136.712505,-12.231130,136.695719
"Haasts Bluff","Macdonnell Shire","Northern Territory",0872,-23.447000,131.882000,-23.444125,131.887191,-23.460323,131.843495
"Hart (NT)","Central Desert Shire","Northern Territory",0872,-22.979935,134.918804,-22.451838,136.089930,-23.618377,134.125527
"Herbert","Division No. 7","Saskatchewan",S0H 2A0,50.427523,-107.223438,50.433985,-107.208679,50.417694,-107.242203
"Hermannsburg","Macdonnell Shire","Northern Territory",0872,-23.943056,132.777778,-23.917298,132.821325,-23.952122,132.763761
"Hidden Valley (NT)","","Northern Territory",0822,-12.444722,130.911667,-12.432331,130.923599,-12.465911,130.886453
"Holmes","Melbourne City","Victoria",3000,-37.810328,144.972165,0.000000,0.000000,0.000000,0.000000
"Holtze","Litchfield Municipality","Northern Territory",0829,-12.460310,130.984146,-12.423809,131.051500,-12.487081,130.954773
"Howard Springs","Litchfield Municipality","Northern Territory",0835,-12.492222,131.053056,-12.408837,131.111206,-12.525670,131.013126
"Hugh","Macdonnell Shire","Northern Territory",0872,-23.812768,133.847318,-23.668721,134.285426,-25.018849,132.934598
"Humpty Doo","Litchfield Municipality","Northern Territory",0836,-12.575278,131.102222,-12.554778,131.178468,-12.613503,131.073306
"Ilparpa","Alice Springs Municipality","Northern Territory",0873,-23.754765,133.820149,-23.724572,133.869693,-23.765246,133.787049
"Imanpa","Macdonnell Shire","Northern Territory",0872,-25.129861,132.569802,-25.095784,132.589909,-25.141203,132.547991
"Irlpme","Alice Springs Municipality","Northern Territory",0874,-23.640664,133.866178,-23.630428,133.919508,-23.664819,133.810788
"Jabiru","West Arnhem Shire","Northern Territory",0886,-12.666667,132.833333,-12.652021,132.858332,-12.690070,132.816231
"Jilkminggan","Roper Gulf Shire","Northern Territory",0852,-14.961477,133.292842,-14.942740,133.305276,-14.977567,133.284038
"Jingili","Darwin Municipality","Northern Territory",0810,-12.386667,130.875278,-12.382640,130.878288,-12.395313,130.865769
"Johnston","Palmerston Municipality","Northern Territory",0832,-12.486400,131.009600,-12.481906,131.013289,-12.502420,130.999199
"Kakadu","","Northern Territory",0886,-13.092293,132.393766,0.000000,0.000000,0.000000,0.000000
"Kalkarindji","Victoria - Daly Shire","Northern Territory",0852,-17.433333,130.833333,-17.429386,130.843010,-17.467503,130.823741
"Kaltukatjara","Macdonnell Shire","Northern Territory",0872,-24.874167,129.083611,-24.851255,129.141085,-24.903592,129.050199
"Karama","Darwin Municipality","Northern Territory",0812,-12.401069,130.916889,-12.390743,130.923354,-12.409924,130.907736
"Katherine","Katherine Municipality","Northern Territory",0850,-14.452114,132.271514,-14.436148,132.281815,-14.467828,132.258263
"Katherine East","Katherine Municipality","Northern Territory",0850,-14.466200,132.285200,-14.449174,132.308065,-14.478877,132.266810
"Katherine South","Katherine Municipality","Northern Territory",0850,-14.469000,132.259000,-14.461512,132.276931,-14.503725,132.247395
"Kintore","Macdonnell Shire","Northern Territory",0872,-23.276389,129.390278,-23.258495,129.404315,-23.288890,129.359278
"Knuckey Lagoon","Litchfield Municipality","Northern Territory",0828,-12.425833,130.942222,-12.402297,130.968157,-12.446318,130.922674
"Kunparrka","Macdonnell Shire","Northern Territory",0872,-23.198924,131.800932,-23.017110,132.066235,-23.656839,131.192887
"Lajamanu","","Northern Territory",0852,-18.332545,130.633766,-17.945242,130.892255,-19.016870,130.123218
"Lake Mackay","","",0872,-22.593950,128.694915,-22.007041,129.255864,-22.705169,128.301773
"Lambells Lagoon","Litchfield Municipality","Northern Territory",0822,-12.576251,131.239431,-12.507316,131.291669,-12.649987,131.178184
"Lansdowne (NT)","Katherine Municipality","Northern Territory",0850,-14.448695,132.365555,-14.330199,132.493775,-14.504557,132.274663
